Time	valid	out_f_idx	out_y_idx	out_x_idx	result_word
0.0 ps	x	    x	    x	    x	xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
94176000.0 ps	0	    0	    0	    0	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94496000.0 ps	0	   32	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94509000.0 ps	1	   32	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94516000.0 ps	0	   33	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94529000.0 ps	1	   33	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94536000.0 ps	0	   34	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94549000.0 ps	1	   34	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94556000.0 ps	0	   35	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94569000.0 ps	1	   35	    2	   33	7f80807f807f7f7f808080807f7f807f807f80807f80807f7f808080808080807f80807f807f7f7f808080807f7f807f807f80807f80807f7f80808080808080
94576000.0 ps	0	   36	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94589000.0 ps	1	   36	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94596000.0 ps	0	   37	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94609000.0 ps	1	   37	    2	   33	807f7f807f7f7f807f7f7f7f7f7f7f7f7f807f7f807f7f7f807f7f7f7f7f7f7f807f7f807f7f7f807f7f7f7f7f7f7f7f7f807f7f807f7f7f807f7f7f7f7f7f7f
94616000.0 ps	0	   38	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94629000.0 ps	1	   38	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94636000.0 ps	0	   39	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94649000.0 ps	1	   39	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94656000.0 ps	0	   40	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94669000.0 ps	1	   40	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94676000.0 ps	0	   41	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94689000.0 ps	1	   41	    2	   33	7f7f807f767f7f7f7f7f80807f7f7f7f7f7f80807f7f727f7f7f7f7f7f7f7f807f7f807f767f7f7f7f7f80807f7f7f7f7f7f80807f7f727f7f7f7f7f7f7f7f80
94696000.0 ps	0	   42	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94709000.0 ps	1	   42	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94716000.0 ps	0	   43	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94729000.0 ps	1	   43	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94736000.0 ps	0	   44	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94749000.0 ps	1	   44	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94756000.0 ps	0	   45	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94769000.0 ps	1	   45	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94776000.0 ps	0	   46	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94789000.0 ps	1	   46	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94796000.0 ps	0	   47	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94809000.0 ps	1	   47	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94816000.0 ps	0	   48	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94829000.0 ps	1	   48	    2	   33	7f15807f807f7f7f808080807f7f807f807f80807f80807f7ff58080808080807f15807f807f7f7f808080807f7f807f807f80807f80807f7ff5808080808080
94836000.0 ps	0	   49	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94849000.0 ps	1	   49	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94856000.0 ps	0	   50	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94869000.0 ps	1	   50	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94876000.0 ps	0	   51	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94889000.0 ps	1	   51	    2	   33	7f80807f807f7f7f808080807f7f807f807f80807f80807f7f808080808080807f80807f807f7f7f808080807f7f807f807f80807f80807f7f80808080808080
94896000.0 ps	0	   52	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94909000.0 ps	1	   52	    2	   33	80807f808080808080807f80808080808080807f80808080808080808080807f80807f808080808080807f80808080808080807f80808080808080808080807f
94916000.0 ps	0	   53	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94929000.0 ps	1	   53	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
94936000.0 ps	0	   54	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94949000.0 ps	1	   54	    2	   33	807f7f807f7f7f807f7f7f7f7f7f7f7f7f807f7f807f7f80807f7f7f7f7f7f7f807f7f807f7f7f807f7f7f7f7f7f7f7f7f807f7f807f7f80807f7f7f7f7f7f7f
94956000.0 ps	0	   55	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94969000.0 ps	1	   55	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94976000.0 ps	0	   56	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94989000.0 ps	1	   56	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
94996000.0 ps	0	   57	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95009000.0 ps	1	   57	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
95016000.0 ps	0	   58	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95029000.0 ps	1	   58	    2	   33	7f80807f8080807f808080807f808080807f80807f80807f7f808080808080807f80807f8080807f808080807f808080807f80807f80807f7f80808080808080
95036000.0 ps	0	   59	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95049000.0 ps	1	   59	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
95056000.0 ps	0	   60	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95069000.0 ps	1	   60	    2	   33	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
95076000.0 ps	0	   61	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95089000.0 ps	1	   61	    2	   33	807f7f807f7f7f807f7f7f7f807f7f7f7f807f7f807f7f80807f7f7f7f7f7f7f807f7f807f7f7f807f7f7f7f807f7f7f7f807f7f807f7f80807f7f7f7f7f7f7f
95096000.0 ps	0	   62	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95109000.0 ps	1	   62	    2	   33	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
95116000.0 ps	0	   63	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95129000.0 ps	1	   63	    2	   33	7f7f807f807f7f7f808080807f7f807f807f80807f80807f7f7f8080808080807f7f807f807f7f7f808080807f7f807f807f80807f80807f7f7f808080808080
95136000.0 ps	0	   63	    2	   33	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95142000.0 ps	0	    0	    0	    0	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95669000.0 ps	0	    0	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95682000.0 ps	1	    0	    3	    1	807f80807f807f8080807f8080808080807f7f8080807f7f8080807f807f7f80807f80807f807f8080807f8080808080807f7f8080807f7f8080807f807f7f80
95689000.0 ps	0	    1	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95702000.0 ps	1	    1	    3	    1	7f7f7f7f807f7f7f7f7f7f7f807f7f7f7f7f80807f7f807f7f807f807f7f7f7f7f7f7f7f807f7f7f7f7f7f7f807f7f7f7f7f80807f7f807f7f807f807f7f7f7f
95709000.0 ps	0	    2	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95722000.0 ps	1	    2	    3	    1	7f807f80807f7f807f7f807f80807f7f7f8080807f8080807f808080807f80807f807f80807f7f807f7f807f80807f7f7f8080807f8080807f808080807f8080
95729000.0 ps	0	    3	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95742000.0 ps	1	    3	    3	    1	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
95749000.0 ps	0	    4	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95762000.0 ps	1	    4	    3	    1	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
95769000.0 ps	0	    5	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95782000.0 ps	1	    5	    3	    1	7f7f7f7f807f7f7f7f7f7f7f807f7f7f7f7f80807f7f807f7f807f807f7f7f7f7f7f7f7f807f7f7f7f7f7f7f807f7f7f7f7f80807f7f807f7f807f807f7f7f7f
95789000.0 ps	0	    6	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95802000.0 ps	1	    6	    3	    1	80808080807f80807f7f807f80807f807f8080807f8080807f808080807f7f8080808080807f80807f7f807f80807f807f8080807f8080807f808080807f7f80
95809000.0 ps	0	    7	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95822000.0 ps	1	    7	    3	    1	7f807f8080808080808080808080807f808080808080808080808080808080807f807f8080808080808080808080807f80808080808080808080808080808080
95829000.0 ps	0	    8	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95842000.0 ps	1	    8	    3	    1	7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e
95849000.0 ps	0	    9	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95862000.0 ps	1	    9	    3	    1	0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c
95869000.0 ps	0	   10	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95882000.0 ps	1	   10	    3	    1	6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b
95889000.0 ps	0	   11	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95902000.0 ps	1	   11	    3	    1	7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e
95909000.0 ps	0	   12	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95922000.0 ps	1	   12	    3	    1	61616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161
95929000.0 ps	0	   13	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95942000.0 ps	1	   13	    3	    1	f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8
95949000.0 ps	0	   14	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95962000.0 ps	1	   14	    3	    1	84848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484848484
95969000.0 ps	0	   15	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95982000.0 ps	1	   15	    3	    1	fbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbfb
95989000.0 ps	0	   16	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96002000.0 ps	1	   16	    3	    1	16161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616
96009000.0 ps	0	   17	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96022000.0 ps	1	   17	    3	    1	52525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252
96029000.0 ps	0	   18	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96042000.0 ps	1	   18	    3	    1	e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3
96049000.0 ps	0	   19	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96062000.0 ps	1	   19	    3	    1	75757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575757575
96069000.0 ps	0	   20	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96082000.0 ps	1	   20	    3	    1	b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2
96089000.0 ps	0	   21	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96102000.0 ps	1	   21	    3	    1	8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a
96109000.0 ps	0	   22	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96122000.0 ps	1	   22	    3	    1	c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
96129000.0 ps	0	   23	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96142000.0 ps	1	   23	    3	    1	6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b
96149000.0 ps	0	   24	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96162000.0 ps	1	   24	    3	    1	70707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070707070
96169000.0 ps	0	   25	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96182000.0 ps	1	   25	    3	    1	5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f
96189000.0 ps	0	   26	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96202000.0 ps	1	   26	    3	    1	47474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747
96209000.0 ps	0	   27	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96222000.0 ps	1	   27	    3	    1	58585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858585858
96229000.0 ps	0	   28	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96242000.0 ps	1	   28	    3	    1	13131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313131313
96249000.0 ps	0	   29	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96262000.0 ps	1	   29	    3	    1	e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4
96269000.0 ps	0	   30	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96282000.0 ps	1	   30	    3	    1	88888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888
96289000.0 ps	0	   31	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96302000.0 ps	1	   31	    3	    1	6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e
96309000.0 ps	0	   31	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96316000.0 ps	0	    0	    0	    0	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96736000.0 ps	0	   32	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96749000.0 ps	1	   32	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96756000.0 ps	0	   33	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96769000.0 ps	1	   33	    3	    1	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
96776000.0 ps	0	   34	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96789000.0 ps	1	   34	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96796000.0 ps	0	   35	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96809000.0 ps	1	   35	    3	    1	7f7f80807f7f7f807f7f7f7f80807f807f7f7f807f80807f7f8080807f7f7f7f7f7f80807f7f7f807f7f7f7f80807f807f7f7f807f80807f7f8080807f7f7f7f
96816000.0 ps	0	   36	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96829000.0 ps	1	   36	    3	    1	737f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f4b7f7f7f7f7f7f7f7f7f7f7f7f7f737f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f4b7f7f7f7f7f7f7f7f7f7f7f7f7f
96836000.0 ps	0	   37	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96849000.0 ps	1	   37	    3	    1	807f7f7f8080807f807f7f7f7f7f807f7f80807f7f7f7f80807f7f7f7f80807f807f7f7f8080807f807f7f7f7f7f807f7f80807f7f7f7f80807f7f7f7f80807f
96856000.0 ps	0	   38	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96869000.0 ps	1	   38	    3	    1	80808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080808080
96876000.0 ps	0	   39	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96889000.0 ps	1	   39	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96896000.0 ps	0	   40	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96909000.0 ps	1	   40	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96916000.0 ps	0	   41	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96929000.0 ps	1	   41	    3	    1	7f7f80807f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f80805a7f7f7f7f7f7f80807f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f80805a7f7f7f7f
96936000.0 ps	0	   42	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96949000.0 ps	1	   42	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96956000.0 ps	0	   43	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96969000.0 ps	1	   43	    3	    1	7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f7f
96976000.0 ps	0	   44	    3	    1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
